Пшено,100,"11,50","3,30","66,50",348,"каши, крупы",,,,,,,,,,,,,,
Пюре яблочное,100,"0,60","0,10","19,20",78,сладости,,,,,,,,,,,,,,
Рассольник домашний,100,"1,10","1,70","6,40",46,супы,,,,,,,,,,,,,,
Рассольник ленинградский,100,"1,20","1,80","7,20",50,супы,,,,,,,,,,,,,,
Ревень,100,"0,70","0,10","2,50",16,овощи,,,,,,,,,,,,,,
редис,100,"1,20","0,10","3,40","19,3",овощи,,,,,,,,,,,,,,
Редька,100,"1,90","0,20","6,50",35,овощи,,,,,,,,,,,,,,
Редька зеленая,100,"1,90","0,20","6,70","34,5",овощи,,,,,,,,,,,,,,
Репа,100,"1,50","0,10","6,20","30,1",овощи,,,,,,,,,,,,,,
Рис коричневый,100,"6,30","4,40","65,10",331,"каши, крупы",,,,,,,,,,"0,18",19,,,
Рис полированный,100,"7,00","1,00","71,40",330,"каши, крупы",,,,,,,,,,,,,,
Рис рассыпчатый (т.е. вареный),100,"2,40","0,20","24,90",113,"каши, крупы",,,,,,,,,,,,,,
Рис черный Мистраль,100,"14,00","0,50","72,00",349,"каши, крупы",,,,,,,,,,,,,,
Рожки обсыпные,100,"7,80","5,60","57,20",314,сладости,,,,,,,,,,,,,,
Ром 40% алкоголя,100,"0,00","0,00","0,00",220,алкоголь,,,,,,,,,,,,,,
Российский плавленый сыр,100,"22,00","27,00","0,00",340,сыры,,,,,,,,,,,,,,
рыбий жир в капсулах,100,"0,00","100,00","0,00",856,масла,,,,,,,,,,,,,,
Рыжики,100,"1,90","0,80","0,50",17,грибы,,,,,,,,,,,,,,
Рябина садовая,100,"1,40","0,10","8,60",46,ягоды,,,,,,,,,,,,,,
Рябина черноплодная,100,"1,50","0,10","10,90",52,ягоды,,,,,,,,,,,,,,
Ряженка 6 %-ной жирн.,100,"5,00","6,00","4,10",84,молочные,,,,,,,,,,,,,,
Ряженка из Простоквашино (Петмол),100,"3,00","4,00","4,60",70,молочные,"0,30","30,00",,,"0,02","0,1","0,1",,,,,,,
Ряженка Останкинская,100,"3,20","2,50","4,20",55,молочные,"0,30","30,00",,,"0,02","0,1","0,1",,,,,,,
Ряженка Очаковская 4%,100,"3,00","4,00","4,60",70,молочные,"0,30","30,00",,,"0,02","0,1","0,1",,,,,,,
Сазан в томатн.соусе,100,"12,40","8,70","4,10",145,рыба,,,,,,,,,,,,,,
Сайра бланшировання в масле,100,"18,30","23,30","0,00",283,рыба,,,,,,,,,,,,,,
Салака,100,"22,00","7,20","0,00",153,рыба,,,,,,,,,,,,,,
Салака в томатн.соусе,100,"17,00","4,00","3,40",118,рыба,,,,,,,,,,,,,,
Салака гор.копч.,100,"25,40","5,60","0,00",152,рыба,,,,,,,,,,,,,,
Салат,100,"1,50","0,20","2,30",17,овощи,,,,,,,,,,,,,,
Салат кочанный,100,"1,40","0,20","0,80","10,6",овощи,,,,,,,,,,,,,,
Сардельки говяжьи,100,"11,40","18,20","1,50",215,колбаса,,,,,,,,,,,,,,
Сардельки свиные,100,"10,10","31,60","1,90",332,колбаса,,,,,,,,,,,,,,
Сардина,100,"20,10","10,80","0,00",178,рыба,,,,,,,,,,,,,,
Сардины (ломтики) в масле,100,"17,90","19,70","0,00",249,рыба,,,,,,,,,,,,,,
Сахар (песок),100,"0,00","0,00","99,80",379,сладости,,,,,,,,,,,,,,
Сахар-рафинад,100,"0,00","0,00","99,90",379,сладости,,,,,,,,,,,,,,
Свекла,100,"1,50","0,10","9,10",42,овощи,,,,,,,,,,,,,,
Свекла натур.,100,"1,20","0,00","6,90",31,овощи,,,,,,,,,,,,,,
Свекла отварная,100,"1,80","0,00","10,80",49,овощи,,,,,,,,,,,,,,
Свекла сырая,100,"1,50","0,10","8,80","39,9",овощи,,,,,,,,,,,,,,
Свекольник,100,"2,90","5,20","9,80",98,супы,,,,,,,,,,,,,,
Свинина жирная,100,"8,00","61,30","0,00",584,мясо,,,,,,,,,,,,,,
Свинина отварная,100,"22,60","51,60","0,00",375,мясо,,,,,,,,,,,,,,
Свинина тушеная,100,"14,90","32,20","0,00",349,мясо,,,,,,,,,,,,,,
Сдоба выборгская с маком,100,"7,50","5,20","55,50",304,сладости,,,,,,,,,,,,,,
Сдоба выборгская с повидлом,100,"6,50","4,20","57,10",293,сладости,,,,,,,,,,,,,,
Сдоба донская,100,"8,00","5,30","52,00",292,сладости,,,,,,,,,,,,,,
Сдоба обыкновенная,100,"8,00","5,30","53,70",299,сладости,,,,,,,,,,,,,,
Севрюга в томатн.соусе,100,"16,10","11,50","2,80",179,рыба,,,,,,,,,,,,,,
Сельдерей (зелень),100,"0,00","0,00","2,00",8,овощи,,,,,,,,,,,,,,
Сельдерей (корень),100,"1,30","0,30","6,10",32,овощи,,,,,,,,,,,,,,
Сельдь атлантическая соленая,100,"17,00","8,50","0,00",145,рыба,,,,,,,,,,,,,,
Сельдь иваси соленая,100,"17,50","11,40","0,00",173,рыба,,,,,,,,,,,,,,
Сельдь тихоокеанская жирная хол.копч.,100,"20,30","16,00","0,00",225,рыба,,,,,,,,,,,,,,
Семга соленая,100,"22,50","12,50","0,00","202,5",рыба,,,,,,,,,,,,,,
Семга стейк мороженый,100,"22,50","10,50","0,00","184,5",рыба,,,,,,,,,,,,,,
Семечки подсолнечника,100,"20,70","52,90","5,00","577,7",орехи,,,,,"1,8","0,2","10,1",,,,,,,
Семечки подсолнуха сушеные,100,"23,00","49,50","18,80",610,орехи,,,,,,,,,,,,,,
Семечки тыквы сушеные,100,"24,50","46,00","17,80",580,орехи,,,,,,,,,,,,,,
Сердце говяжье,100,"16,00","3,50","0,00",96,мясо,,,,,,,,,,,,,,
Сердце кур,100,"15,80","10,30","0,80",159,мясо,,,,,,,,,,,,,,
Сердце свиное,100,"16,20","4,00","0,00",101,мясо,,,,,,,,,,,,,,
Скумбрия,100,"19,60","14,70","0,00",211,рыба,,,,,,,,,,,,,,
Скумбрия в масле,100,"13,10","25,10","0,00",278,рыба,,,,,,,,,,,,,,
Скумбрия хол.копч.,100,"23,40","6,40","0,00",150,рыба,,,,,,,,,,,,,,
Сладкий картофель,100,"2,00","0,00","13,30",61,овощи,,,,,,,,,,,,,,
Слива садовая,100,"0,80","0,00","9,60",43,фрукты,,,,,,,,,,,,,,
Сливки 10 %-ной жир.,100,"3,00","10,00","4,00",118,молочные,,,,,,,,,,,,,,
Сливки 20 %-ной жир.,100,"2,80","20,00","3,70",206,молочные,,,,,,,,,,,,,,
Сливки 35 %-ной жир.,100,"2,50","35,00","3,00",337,молочные,,,,,,,,,,,,,,
Сливки взбитые с ванилью,100,"2,80","28,00","21,60",346,сладости,,,,,,,,,,,,,,
Сливки сгущ. с сахаром,100,"8,00","19,00","47,00",382,сладости,,,,,,,,,,,,,,
Сливки сухие Сопью Крима,100,"2,20","35,00","57,50",611,прочее,,,,,,,,,,,,,,
Сливовый сок,100,"0,30","0,00","16,10",66,соки,,,,,,,,,,,,,,
Сметана 10 %-ной жир.,100,"3,00","10,00","2,90",115,молочные,,,,,,,,,,,,,,
"сметана 15% ""Домик в деревне""",100,"2,60","15,00","3,60","159,8",молочные,,"100,00",,,,"0,1",,,,,,,,
Сметана 20 %-ной жир.,100,"2,80","20,00","3,20",206,молочные,,,,,,,,,,,,,,
Сметана 25 %-ной жир.,100,"2,60","25,00","2,70",248,молочные,,,,,,,,,,,,,,
Сметана 30 %-ной жир.,100,"2,40","30,00","3,10",294,молочные,,,,,,,,,,,,,,
сметана 42% Валио,100,"2,00","42,00","2,50",396,молочные,,"100,00",,,,"0,1",,,,,,,,
Смородина белая,100,"0,30","0,00","8,00",38,ягоды,,,,,,,,,,,,,,
Смородина красная,100,"0,60","0,20","7,30",39,ягоды,,,,,,,,,,,,,,
Смородина черная,100,"1,00","0,40","7,30","36,8",ягоды,,,,,,,,,,,,,,
Сморчки,100,"2,90","0,40","0,20",16,грибы,,,,,,,,,,,,,,
Соевое мясо,100,"53,30","1,90","30,00",308,прочее,,,,,,,,,,,,,,
"сок ""Перец красный"" (8 овощей)",100,"0,60","0,00","3,50","16,4",соки,,,,,,,,,,,,,,
Сок морковный,100,"1,10","0,10","5,80",28,соки,,,,,,,,,,,,,,
Сок свекольный,100,"1,00","0,00","9,90",42,соки,,,,,,,,,,,,,,
Сок томатный,100,"1,00","0,00","3,50",19,соки,,,,,,,,,,,,,,
Соломка сладкая,100,"9,70","6,00","69,20",373,сладости,,,,,,,,,,,,,,
Солянка овоще-грибная из свежей капусты,100,"3,60","7,00","7,10",106,овощи,,,,,,,,,,,,,,
Солянка овощная из квашеной капусты,100,"3,30","10,50","6,60",134,овощи,,,,,,,,,,,,,,
Сом,100,"18,40","13,60","0,00",196,рыба,,,,,,,,,,,,,,
Сом в томатн.соусе,100,"12,90","6,30","4,30",126,рыба,,,,,,,,,,,,,,
Сосиски говяжьи,100,"10,40","20,10","0,80",226,колбаса,,,,,,,,,,,,,,
Сосиски любительские,100,"9,00","29,50","0,70",304,колбаса,,,,,,,,,,,,,,
Сосиски молочные,100,"11,00","23,90","1,60",266,колбаса,,,,,,,,,,,,,,
Сосиски особые,100,"11,80","24,70","0,00",270,колбаса,,,,,,,,,,,,,,
Сосиски русские,100,"11,30","22,00","0,00",243,колбаса,,,,,,,,,,,,,,
"Соус ""Кетчуп паприкаш"" (Calve)",100,"0,10","0,10","20,00","81,3",прочее,,,,,,,,,,,,,,
"Соус ""Кисло-сладкий"" для мяса (Calve)",100,"0,20","0,10","22,40","91,3",прочее,,,,,,,,,,,,,,
Соус кубанский,100,"2,60","0,00","22,20",99,прочее,,,,,,,,,,,,,,
Соус томатный острый,100,"2,50","0,00","21,80",98,прочее,,,,,,,,,,,,,,
Соус яблочный,100,"0,40","0,00","19,40",77,прочее,,,,,,,,,,,,,,
Соя сушеная,100,"34,90","17,30","9,20",332,прочее,,,,,,,,,,,,,,
Спаржа,100,"1,90","0,10","3,20",21,овощи,,,,,,,,,,,,,,
Ставрида,100,"20,60","5,60","0,00",133,рыба,,,,,,,,,,,,,,
Ставрида в томатн.соусе,100,"14,80","2,30","7,30",110,рыба,,,,,,,,,,,,,,
Ставрида обжаренная в масле,100,"15,60","27,40","0,00",309,рыба,,,,,,,,,,,,,,
Ставрида хол.копч.,100,"17,10","2,80","0,00",94,рыба,,,,,,,,,,,,,,
Студень из говяжьих ножек,100,"6,00","4,00","0,00",60,мясо,,,,,,,,,,,,,,
Судак,100,"21,30","1,30","0,00",97,рыба,,,,,,,,,,,,,,
Судак в томатн.соусе,100,"14,00","5,30","3,70",119,рыба,,,,,,,,,,,,,,
Сулугуни,100,"19,50","22,00","0,00",285,сыры,,,,,,,,,,,,,,
Суп картофельный,100,"1,10","1,10","8,50",49,супы,,,,,,,,,,,,,,
Суп картофельный с бобовыми,100,"2,60","2,20","8,30",54,супы,,,,,,,,,,,,,,
Суп картофельный с грибами,100,"1,00","1,00","6,70",41,супы,,,,,,,,,,,,,,
Суп картофельный с крупой,100,"1,30","1,20","9,50",54,супы,,,,,,,,,,,,,,
Суп картофельный с макаронными изделиями,100,"1,30","1,00","8,40",48,супы,,,,,,,,,,,,,,
Суп крестьянский,100,"1,00","2,10","4,80",42,супы,,,,,,,,,,,,,,
Суп овощной,100,"1,10","1,70","4,60",38,супы,,,,,,,,,,,,,,
Суп овощной с фасолью,100,"1,60","2,10","5,20",46,супы,,,,,,,,,,,,,,
Суп рисовый с мясом,100,"0,70","1,10","5,20",34,супы,,,,,,,,,,,,,,
Суп с бобовыми,100,"3,40","2,20","1,40",66,супы,,,,,,,,,,,,,,
Суп с макаронными изделиями,100,"1,40","2,10","5,90",48,супы,,,,,,,,,,,,,,
Сухари с изюмом,100,"8,50","5,50","69,90",363,сладости,,,,,,,,,,,,,,
Сухой белок,100,"82,40","1,80","7,20",375,яйца,,,,,,,,,,,,,,
Сухой желток,100,"51,10","52,20","4,70",613,яйца,,,,,,,,,,,,,,
Сушки новые,100,"9,60","6,60","69,20",380,мучное,,,,,,,,,,,,,,
Сушки простые,100,"10,90","1,30","68,00",335,мучное,,,,,,,,,,,,,,
"Сыр ""Вест"" 10% (Швейцарский)",100,"31,00","10,00","1,00",220,сыры,,,,,,,,,,,,,,
"Сыр ""Хит"" 17% (Польша)",100,"31,00","17,00","1,00",281,сыры,,,,,,,,,,,,,,
Сыр балыковый копченый,100,"22,60","22,50","2,30",308,сыры,,,,,,,,,,,,,,
Сыр голландский брусковый,100,"26,00","26,80","0,00",352,сыры,,,,,,,,,,,,,,
Сыр голландский круглый,100,"23,70","30,50","0,00",377,сыры,,,,,,,,,,,,,,
Сыр домашний 4% (Карат),100,"17,00","4,00","1,80","114,3",сыры,,,,,,,,,,,,,,
Сыр копченый к пиву,100,"18,00","26,40","0,00",310,сыры,,,,,,,,,,,,,,
Сыр костромской,100,"25,20","26,30","0,00",345,сыры,,,,,,,,,,,,,,
Сыр латвийский,100,"23,20","24,30","0,00",319,сыры,,,,,,,,,,,,,,
Сыр Маскарпоне (IGOR),100,"6,50","35,00","3,00",353,сыры,,,,,,,,,,,,,,
Сыр Моццарелла Cilieqine (Феномен-ХХ),100,"18,00","21,00","1,00",265,сыры,,,,,,,,,,,,,,
Сыр Моццарелла Santa Lucia (Galbani),100,"19,00","20,00","1,50",262,сыры,,,,,,,,,,,,,,
Сыр Ольтерманни 17% (Валио),100,"30,00","17,00","0,00",273,сыры,,,,,,,,,,,,,,
Сыр Ольтерманни 33% (Валио),100,"25,00","33,00","0,00",397,сыры,,,,,,,,,,,,,,
Сыр пармезан,100,"35,75","25,83","3,22",392,сыры,,,,,,,,,,,,,,
Сыр плавленый President,100,"10,00","22,00","6,50",264,сыры,,,,,,,,,,,,,,
Сыр плавленый Городской (Карат),100,"22,90","12,60","0,00",205,сыры,,,,,,,,,,,,,,
Сыр плавленый Колбасный копченый,100,"23,00","19,00","0,00",270,сыры,,,,,,,,,,,,,,
Сыр плавленый Костромской,100,"20,50","20,00","0,00",271,сыры,,,,,,,,,,,,,,
Сыр плавленый Латвийский,100,"20,50","20,00","0,00",271,сыры,,,,,,,,,,,,,,
Сыр плавленый Советский,100,"23,00","22,50","0,00",302,сыры,,,,,,,,,,,,,,
Сыр пошехонский,100,"26,00","26,50","0,00",350,сыры,,,,,,,,,,,,,,
Сыр прибалтийский,100,"30,00","9,00","0,00",209,сыры,,,,,,,,,,,,,,
Сыр рокфор,100,"20,00","28,00","0,00",337,сыры,,,,,,,,,,,,,,
Сыр российский,100,"23,00","29,00","0,00",360,сыры,,,,,,,,,,,,,,
Сыр советский,100,"24,70","31,20","0,00",389,сыры,,,,,,,,,,,,,,
Сыр Старый голландец,100,"35,75","28,00","3,22",408,сыры,,,,,,,,,,,,,,
Сыр Сулугуни,100,"19,50","22,00","0,00",285,сыры,,,,,,,,,,,,,,
Сыр Сулугуни (Умалат),100,"19,50","18,80","2,40",256,сыры,,,,,,,,,,,,,,
"Сыр сулугуни копч. (сыр-лапша, ж - 20%)",100,"21,00","20,00","0,00",250,сыры,,"170,00",,,"0,06","0,55",,,,,,,,
Сыр чеддер,100,"23,50","30,50","0,00",379,сыры,,,,,,,,,,,,,,
Сыр швейцарский,100,"24,90","31,80","0,00",396,сыры,,,,,,,,,,,,,,
Сыр Эдамский (Hofmeister),100,"26,00","22,00","0,00",302,сыры,,,,,,,,,,,,,,
Сыр эстонский,100,"26,00","26,40","0,00",350,сыры,,,,,,,,,,,,,,
Сыр ярославский,100,"26,80","27,30","0,00",361,сыры,,,,,,,,,,,,,,
Сырки глазированные,100,"8,50","27,80","32,00",407,сладости,,,,,,,,,,,,,,
Сыроежки,100,"1,70","0,70","1,50",15,грибы,,,,,,,,,,,,,,
творог 0% (домик в деревне),100,"17,00","0,00","1,80",79,творог,,,,,,,,,,,,,,
творог 33 коровы 0%,100,"18,00","0,00","1,60",79,творог,,,,,,,,,,,,,,
творог 33 коровы 4%,100,"15,00","4,00","1,00",104,творог,,,,,,,,,,,,,,
творог взбитый 0.8% (Веселый молочник),100,"12,00","0,80","2,80",70,творог,,,,,,,,,,,,,,
творог Домашний 4%,100,"18,00","4,00","1,20","112,8",творог,,,,,,,,,,,,,,
Творог жирный 18%,100,"14,00","18,00","2,80",232,творог,,,,,,,,,,,,,,
Творог жирный 9%,100,"16,70","9,00","2,00",159,творог,,,,,,,,,,,,,,
Творог нежирный,100,"18,00","0,60","1,80",88,творог,,,,,,,,,,,,,,
"творог нежирный ""Славянский"" из Вологды",100,"18,00","0,60","1,80","84,6",творог,,,,,,,,,,,,,,
творог нежирный останкинский ,100,"18,00","0,00","1,50",78,творог,,,,,,,,,,,,,,
творог обезжиренный Svalia,100,"16,30","0,00","3,50","79,2",творог,,,,,,,,,,,,,,
Творог столовый 2% жирн.,100,"17,00","2,00","1,50",115,творог,,,,,,,,,,,,,,
творог Хуторок нежирный,100,"18,00","0,00","1,20","76,8",творог,,,,,,,,,,,,,,
Творожный торт Ежевика (Морозный узор),100,"2,80","3,10","28,70","153,8",сладости,,,,,,,,,,,,,,
телятина запеченая,100,"34,67","3,65","0,00","171,55",мясо,,,"0,2",,"0,1","0,2","0,9",105,,"0,4","5,8",,,
"телятина, грудная часть",100,"19,50","1,20","0,00","88,8",мясо,,,"0,2",,"0,1","0,2","0,9",105,,"0,4","5,8",,,
"телятина, окорок (Метро)",100,"19,00","2,00","0,00",94,мясо,,,"0,2",,"0,1","0,2","0,9",105,,"0,4","5,8",,,
Терн,100,"1,50","0,00","8,30",45,овощи,,,,,,,,,,,,,,
Тесто дрожжевое,100,"6,80","2,30","48,00",244,мучное,,,,,,,,,,,,,,
Тесто дрожжевое сдобное,100,"7,50","7,60","45,30",283,мучное,,,,,,,,,,,,,,
Тесто слоеное пресное,100,"6,00","18,60","36,80",344,мучное,,,,,,,,,,,,,,
тирамису,100,"4,26","9,60","40,20",264,сладости,,,,,,,,,,,,,,
Толокно,100,"11,50","6,00","50,20",306,мучное,,,,,,,,,,,,,,
томатная паста Дядя Ваня,100,"0,00","0,00","15,80",79,прочее,,,,,,,,,,,,,,
Томат-паста,100,"4,80","0,00","19,00",99,прочее,,,,,,,,,,,,,,
Томат-пюре,100,"3,60","0,00","11,80",65,прочее,,,,,,,,,,,,,,
томаты,100,"1,10","0,20","3,80",23,овощи,"25,00","62,00",,,,,,,,"0,1",11,,"2,20E-02",
Томаты без кожицы,100,"0,50","0,00","2,30",11,овощи,,,,,,,,,,,,,,
Томаты с кожицей,100,"1,10","0,00","3,80",20,овощи,,,,,,,,,,,,,,
Томаты соленые,100,"1,10","0,10","1,60",16,овощи,,,,,,,,,,,,,,
топинамбур,100,"2,10","0,10","12,80","60,5",овощи,"6,00","20,00",,,"7,00E-02","0,06","1,3",,,"0,2","18,5",,"2,20E-02",
"Торт ""Мистер йогурт"" низкокалорийный",100,"3,80","8,90","37,80","246,5",сладости,,,,,,,,,,,,,,
Торт бисквитный с орехово-сливочным кремом,100,"5,60","20,00","58,80",391,сладости,,,,,,,,,,,,,,
Торт бисквитный с фруктовой начинкой,100,"4,70","11,80","49,80",356,сладости,,,,,,,,,,,,,,
Торт бисквитный с шоколадным кремом,100,"4,40","12,40","53,60",335,сладости,,,,,,,,,,,,,,
Торт слоеный с кремом,100,"5,00","37,40","44,00",533,сладости,,,,,,,,,,,,,,
Тофу фитосыр из сои (Флора),100,"17,00","5,00","3,00",127,прочее,,,,,,,,,,,,,,
Треска,100,"17,80","0,70","0,00",78,рыба,,,,,,,,,,,,,,
Треска гор.копч.,100,"26,00","1,20","0,00",115,рыба,,,,,,,,,,,,,,
Треска соленая,100,"23,10","0,60","0,00",98,рыба,,,,,,,,,,,,,,
Трюфель (Solo Italia),100,"4,01","12,70","39,50",289,сладости,,,,,,,,,,,,,,
Тунец,100,"22,50","0,70","0,00",96,рыба,,,,,,,,,,,,,,
Тунец в масле,100,"22,00","15,90","0,00",231,рыба,,,,,,,,,,,,,,
тунец с соб. соку HEINZ,100,"23,50","0,60","0,00",99,рыба,,,,,"0,05","0,2","9,8",,,,"7,1",,,
тунец стейк,100,"24,40","4,60","0,00",139,рыба,,,,,"0,05","0,2","9,8",,,,"7,1",,,
турецкий горох (Muller's Muhle),100,"19,80","3,40","41,20",275,"каши, крупы",,,,,"0,49",,,,"1,31",,,,,
тыква,100,"1,00","0,10","4,40","21,4",овощи,"8,00","1500,00",,,"0,05","0,06","0,5",,"0,4","0,1",14,,,
Тыква жареная,100,"1,45","5,50","5,20",76,овощи,,,,,,,,,,,,,,
Тюлька соленая,100,"19,80","16,20","0,00",225,рыба,,,,,,,,,,,,,,
угорь морск. г/к в/у (БИМ продукт),100,"19,10","1,90","0,00",94,рыба,,,,,"0,05","0,2","9,8",,,,"7,1",,,
Укроп,100,"2,50","0,50","4,10",31,овощи,,,,,,,,,,,,,,
Утка жареная,100,"22,60","19,50","0,00",266,мясо,,,,,,,,,,,,,,
Утка отварная,100,"19,70","18,80","0,00",248,мясо,,,,,,,,,,,,,,
Уха,100,"3,40","1,00","5,50",46,супы,,,,,,,,,,,,,,
Фасоль (стручок),100,"3,00","0,30","3,00",31,овощи,,,,,,,,,,,,,,
фасоль белая в том. соусе (бондюэль),100,"10,47","0,52","32,14",170,"каши, крупы",,,,,,,,,,,,,,
Фасоль вареная,100,"7,80","0,50","21,50",123,овощи,,,,,,,,,,,,,,
фасоль желтая мороженая хортино,100,"2,20","0,20","6,80",24,морож. овощи,,,,,,,,,,,,,,
фасоль Лоби зеленый (4 сезона),100,"3,10","0,30","3,10","27,5",морож. овощи,"16,1",,,,,,,,,,,,,
фасоль сушеная,100,"21,00","2,00","49,00",298,"каши, крупы",,,"3,8",,"0,5","0,18","2,1",,"1,2","0,9",90,,,
фасоль целая мороженая (бондюэль),100,"1,90","0,20","7,60",28,морож. овощи,,,"3,8",,"0,5","0,18","2,1",,"1,2","0,9",90,,,
Финики сушеные,100,"2,00","0,50","72,30",306,сухофрукты,,,,,,,,,,,,,,
Фисташки,100,"20,50","48,50","25,00",610,орехи,,,"3,00E-03",,,,,,,,,,,
Фисташки жареные соленые,100,"20,80","51,60","16,40",642,орехи,,,"3,00E-03",,,,,,,,,,,
Фитнес-шейк + Л-карнитин (Мультипауэр),100,"32,00","2,30","59,00",374,прочее,"200,00",,33,,"2,3","2,7",30,,10,"3,3",667,"1,5",,
форель свежая филе,100,"17,50","2,00","0,00",88,рыба,,,,,,,,,,,,,,
"Фруктовая смесь ""4 сезона""",100,"0,90","0,00","7,70","34,4",ягоды,"21,1","300,00",,,,,,,,,,,,
Фруктоза,100,"0,00","0,00","99,00",396,прочее,,,,,,,,,,,,,,
Фундук,100,"16,10","66,90","9,90",707,орехи,"1,40","10,00","25,5",,"0,3","0,1",2,,"1,1","0,7",68,,,
Халва подсолнечная ванильная,100,"11,60","29,70","54,00",523,сладости,,,,,,,,,,,,,,
Халва тахинная Дружба,100,"15,30","31,60","45,70",524,сладости,,,,,,"0,2","2,2",,,,,,,
Хамса соленая,100,"21,20","9,00","0,00",166,рыба,,,,,,,,,,,,,,
Хек,100,"18,50","2,30","0,00",95,рыба,,,,,,,,,,,,,,
"Хлеб ""8 злаков"" (ЩелковоХлеб)",100,"13,20","5,10","39,70","257,5",хлеб,,,,,,,,,,,,,,
"Хлеб ""Аромат""",100,"9,30","1,20","50,30",253,хлеб,,,,,,,,,,,,,,
"Хлеб ""Довольство"" (кориандр и солод)",100,"9,40","2,40","30,10","179,6",хлеб,,,,,,,,,,,,,,
"Хлеб ""Довольство"" (с яблочной подваркой)",100,"9,50","1,10","31,60","174,3",хлеб,,,,,,,,,,,,,,
"Хлеб ""Куликовский""",100,"7,60","1,20","41,70",213,хлеб,,,,,,,,,,,,,,
Хлеб белково-отрубевой,100,"23,50","3,40","11,30",216,хлеб,,,,,,,,,,,,,,
Хлеб белый батон нарезной ,100,"7,60","0,90","46,70","213,6",хлеб,,,1,,"0,2","0,05","1,5",,"0,3","0,1",27,,,"1,7"
Хлеб бородинский,100,"6,80","1,30","40,70",207,хлеб,,,,,,,,,,,,,,
Хлеб докторский,100,"8,20","2,60","46,60",247,хлеб,,,,,,,,,,,,,,
Хлеб Здоровье,100,"7,90","1,80","37,90",203,хлеб,,,,,,,,,,,,,,
Хлеб зерновой,100,"8,60","1,40","43,90",228,хлеб,,,,,,,,,,,,,,
Хлеб пониженной калорийности,100,"7,90","1,80","37,90",203,хлеб,,,,,,,,,,,,,,
Хлеб пшеничный из муки высшего сорта,100,"7,60","0,80","48,60",238,хлеб,,,,,,,,,,,,,,
Хлеб пшеничный подовый,100,"8,70","1,50","38,70",209,хлеб,,,,,,,,,,,,,,
Хлеб пшеничный формовой,100,"8,20","1,40","36,10",195,хлеб,,,,,,,,,,,,,,
Хлеб ржаной московский,100,"7,00","1,30","37,20",195,хлеб,,,,,,,,,,,,,,
Хлеб ржаной подовый,100,"6,10","1,20","40,90",206,хлеб,,,,,,,,,,,,,,
Хлеб ржаной формовой,100,"6,60","1,20","34,20",181,хлеб,,,,,,,,,,,,,,
Хлеб ржаной хрустящий,100,"10,40","2,30","55,80",291,хлеб,,,,,,,,,,,,,,
Хлеб с семенами подсолнечника (delba),100,"5,70","2,80","32,70",179,хлеб,,,,,,,,,,,,,,
Хлеб украинский подовый,100,"6,70","1,20","41,90",212,хлеб,,,,,,,,,,,,,,
Хлеб украинский формовой,100,"6,90","1,30","38,60",200,хлеб,,,,,,,,,,,,,,
Хлебцы  Finn Crisp (Sesame),100,"10,00","7,90","70,00",390,мучное,,,,,,,,,,,,,,
Хлебцы  Finn Crisp (Мультизерновые),100,"11,00","6,10","61,00","342,9",мучное,,,,,,,,,,,,,,
Хлебцы  Finn Crisp (Тмин),100,"10,00","1,90","62,00","305,1",мучное,,,,,,,,,,,,,,
Хлебцы гречневые (Русская нива),100,"11,60","2,30","59,50",290,мучное,,,,,,,,,,,,,,
Хлебцы ржаные хрустящие (Хлебный дом),100,"13,00","2,50","59,00","310,5",мучное,,,,,,,,,,,,,,
"Хлопья ржаные, ячменные",100,"10,15","1,45","71,30",321,"каши, крупы",,,,,,,,,,,,,,
Хрен,100,"2,50","0,40","7,60",44,прочее,,,,,,,,,,,,,,
Хурма,100,"0,50","0,40","15,30",63,фрукты,"15,00","1,20",,,"0,02","0,03","0,2",,,,,,"2,89E-03",
Цыплята отварные,100,"24,60","5,00","0,00",143,мясо,,,,,,,,,,,,,,
Цыплята табака,100,"25,00","21,00","0,20",271,мясо,,,,,,,,,,,,,,
Чай черный байховый (сухой),100,"20,00","5,10","4,00",146,прочее,,,,,,,,,,,,,,
Чебуреки,100,"8,90","13,50","26,20",264,смеш.блюда,,,,,,,,,,,,,,
Черемша,100,"2,40","0,10","6,10",34,овощи,,,,,,,,,,,,,,
черешня,100,"1,10","0,40","10,60","50,4",ягоды,,"199,00",,,,,,,,,,,,
черника,100,"1,90","0,00","10,00","47,6",ягоды,,"199,00",,,,,,,,,,,,
Черноплодно-рябиновый сок,100,"0,10","0,00","7,40",32,соки,,,,,,,,,,,,,,
Чернослив,100,"2,30","0,00","58,40",242,сухофрукты,,"199,00",,,,,,,,,,,,
Черносмородинов.сок,100,"0,50","0,00","7,90",40,соки,,,,,,,,,,,,,,
Чеснок,100,"6,50","0,00","5,20",46,овощи,,,,,,,,,,,,,,
Четырехзерновая каша (Myllyn Paras),100,"11,70","2,80","61,40","317,6","каши, крупы",,,,,,,,,,,,,,
Чечевица вареная,100,"7,80","0,00","20,10",110,"каши, крупы",,,,,,,,,,,,,,
Чечевица красная (Muller's Muhle),100,"24,40","1,10","44,40","285,1","каши, крупы",,,,,1,,,,,,,,,
Шампиньоны,100,"2,80","0,20","3,80",34,грибы,"7,00",,,,"0,1","0,4","4,8",,"2,1","0,05",30,,,
Шарлотка,100,"3,50","6,00","30,00",186,сладости,,,,,,,,,,,,,,
