Компот из абрикосов,100,"0,50","0,00","21,00",85,компоты,,,,,,,,,,,,,,
Компот из айвы,100,"0,40","0,00","20,00",79,компоты,,,,,,,,,,,,,,
Компот из винограда,100,"0,50","0,00","19,70",77,компоты,,,,,,,,,,,,,,
Компот из вишни,100,"0,60","0,00","24,50",99,компоты,,,,,,,,,,,,,,
Компот из вишни,100,"0,60","0,00","24,50",99,компоты,,,,,,,,,,,,,,
Компот из мандаринов,100,"0,10","0,00","18,10",69,компоты,,,,,,,,,,,,,,
Компот из персиков,100,"0,50","0,00","19,90",78,компоты,,,,,,,,,,,,,,
Компот из слив,100,"0,50","0,00","23,90",96,компоты,,,,,,,,,,,,,,
Компот из черешни,100,"0,50","0,00","19,90",78,компоты,,,,,,,,,,,,,,
Компот из яблок,100,"0,20","0,00","22,10",85,компоты,,,,,,,,,,,,,,
Компот ит груш,100,"0,20","0,00","18,20",70,компоты,,,,,,,,,,,,,,
Конфеты Грильяж (Рот-Фронт),100,"5,10","26,90","64,60",512,сладости,,,,,,,,,,,,,,
Конфеты Мишка косолапый  (Кр. октябрь),100,"5,70","32,10","60,50",526,сладости,,,,,,,,,,,,,,
Конфеты молочные,100,"2,70","4,30","82,30",364,сладости,,,,,,,,,,,,,,
Конфеты Огни Москвы (Рот-Фронт),100,"6,50","30,40","58,20",527,сладости,,,,,,,,,,,,,,
Конфеты помадные,100,"2,20","4,60","83,60",369,сладости,,,,,,,,,,,,,,
Конфеты Российские (Рот-Фронт),100,"12,20","32,50","46,90",524,сладости,,,,,,,,,,,,,,
Конфеты Трюфели с амаретто (Победа),100,"5,00","35,00","55,00",562,сладости,,,,,,,,,,,,,,
Конфеты Фруже клюква в желе и шок. (16гр/шт),100,"2,70","12,80","58,40","359,6",сладости,,,,,,,,,,,,,,
Конфеты фруктово-помадные,100,"0,00","0,00","90,60",346,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с грильяжной начинкой,100,"5,30","26,90","64,40",510,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с кремовой начинкой,100,"7,50","31,80","53,60",523,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с начинкой между слоями вафель,100,"5,80","32,00","57,90",535,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с помадной начинкой,100,"2,90","10,70","76,60",401,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с пралиновой начинкой,100,"4,80","34,70","57,60",552,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с фруктовой начинкой,100,"1,60","8,60","74,30",369,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с шоколадно-кремовой начинкой,100,"4,00","39,50","51,30",569,сладости,,,,,,,,,,,,,,
Конфеты шоколадные с шоколадно-ореховой начинкой,100,"6,40","34,60","54,60",547,сладости,,,,,,,,,,,,,,
Коньяк 40%,100,"0,00","0,00","70,00",239,алкоголь,,,,,,,,,,,,,,
Корейка сырокопченая,100,"10,50","47,40","0,00",469,мясо,,,,,,,,,,,,,,
Коричневый рис,100,"6,30","4,40","65,10",331,"каши, крупы",,,,,,,,,,,,,,
Котлеты говяжьи,100,"14,60","11,80","13,60",220,мясо,,,,,,,,,,,,,,
котлеты из говядины с индейкой,100,"17,80","8,60","0,15",150,мясо,,,,,,,,,,,,,,
Котлеты свиные,100,"10,60","26,80","13,60",340,мясо,,,,,,,,,,,,,,
Кофе жареный в зернах (сухой),100,"13,90","14,40","2,80",202,прочее,,,,,,,,,,,,,,
Кофе растворимый (сухой),100,"15,00","3,60","7,00","118,7",прочее,,,,,,1,24,,,,,,,
Кофе со сгущ. молоком с сахаром,100,"8,40","8,60","53,00",312,прочее,,,,,,,,,,,,,,
Кофе со сгущ. сливками. с сахаром,100,"7,00","19,00","46,00",374,прочее,,,,,,,,,,,,,,
Кофейн.напиток Здоровье (сухой),100,"6,00","4,80","71,20",337,прочее,,,,,,,,,,,,,,
Краб,100,"16,00","3,60","0,00",96,рыба,,,,,,,,,,,,,,
Крабы,100,"18,70","1,10","0,10",85,рыба,,,,,,,,,,,,,,
Креветки,100,"21,80","1,40","0,80",103,рыба,,,,,,,,,,,,,,
Крекеры,100,"9,20","14,10","66,10",439,сладости,,,,,,,,,,,,,,
Криль,100,"20,60","1,70","0,00",98,рыба,,,,,,,,,,,,,,
Кролик жареный,100,"25,00","14,80","0,00",233,мясо,,,,,,,,,,,,,,
Кролик отварной,100,"24,60","11,70","0,00",204,мясо,,,,,,,,,,,,,,
Крупа кукурузная,100,"8,30","1,20","71,60",337,"каши, крупы",,,,,,,,,,,,,,
Крупа манная,100,"10,30","1,00","67,70",328,"каши, крупы",,,,,,,,,,,,,,
Крупа перловая,100,"9,30","1,10","66,50",320,"каши, крупы",,,,,,,,,,,,,,
Крыжовник,100,"0,70","0,20","9,10",41,ягоды,,,,,,,,,,,,,,
Кукуруза дробленая,100,"2,40","0,50","14,60",72,"каши, крупы",,,,,,,,,,,,,,
Кукуруза консерв. (Бондюэль),100,"4,40","1,50","22,80","122,3",овощи,,"754,00",,,,,,,,,,,,
Кукуруза целыми зернами,100,"2,20","0,40","11,20",58,"каши, крупы",,,,,,,,,,,,,,
Кукурузные зерна,100,"3,00","0,80","0,00",103,"каши, крупы",,,,,,,,,,,,,,
Кунжутное семя,100,"19,40","48,70","12,20","561,7",орехи,,,,,"1,3","0,4",4,,,,,,,
Курага,100,"5,20","0,00","55,00",234,сухофрукты,,"754,00",,,,,,,,,,,,
Куриная грудка,100,"18,70","4,50","0,00",120,мясо,"1,80","44,00","0,20",,"0,07","0,20","7,70","76,00","0,8","0,52","4,3","0,55",,10
Куриная грудка Петелинка,100,"21,30","2,50","0,00","107,7",мясо,"1,80","44,00","0,20",,"0,07","0,20","7,70","76,00","0,8","0,52","4,3","0,55",,10
Куриные котлеты,100,"18,00","8,00","15,20",206,мясо,,,,,,,,,,,,,,
Курица жареная,100,"26,30","11,00","0,00",204,мясо,,,,,,,,,,,,,,
Курица отварная,100,"25,20","2,00","0,00","118,8",мясо,,,,,,,,,,,,,,
Лаваш,100,"9,10","1,10","56,00",277,хлеб,,,,,,,,,,,,,,
"Лапша японская ""Соба"" из гречн. муки",100,"7,00","1,50","36,00",190,мучное,,,,,"0,2",,"1,5",,,,,,,
Лещ,100,"20,90","4,70","0,00",126,рыба,,,,,,,,,,,,,,
Лещ в томатн.соусе,100,"15,30","7,40","2,60",138,рыба,,,,,,,,,,,,,,
Лещ вяленый,100,"42,00","5,90","0,00",221,рыба,,,,,,,,,,,,,,
Лещ гор.копч.,100,"32,80","4,50","0,00",172,рыба,,,,,,,,,,,,,,
Лещ хол.копч.,100,"29,70","4,60","0,00",160,рыба,,,,,,,,,,,,,,
Ликер 24% алкоголя,100,"0,00","0,00","53,00",345,алкоголь,,,,,,,,,,,,,,
Лимон,100,"0,90","0,10","3,00",16,фрукты,"40,00","10,00","0,50",,"0,04","0,02","0,1",,"0,3","0,06",9,,,
Лимонный сок,100,"0,60","0,00","2,50",26,соки,,,,,,,,,,,,,,
Лисички,100,"1,60","1,10","1,50",20,грибы,,,,,,,,,,,,,,
лосось (горбуша),100,"21,00","6,00","0,00",138,рыба,,,,,"0,01","0,14","2,8",,,,"7,1",,,
лосось (кета),100,"22,00","5,00","0,00",133,рыба,,,,,"0,04","0,2","5,5",,,,"7,1",,,
Лосось соленый,100,"21,00","20,50","0,00",269,рыба,,,,,,,,,,,,,,
Лук зеленый (перо),100,"1,30","0,00","3,50",19,овощи,,,,,,,,,,,,,,
Лук порей,100,"2,00","0,00","6,50",33,овощи,,,,,,,,,,,,,,
Лук репчатый,100,"1,40","0,00","9,10",41,овощи,,,,,,,,,,,,,,
Лукум сбивной,100,"0,80","0,70","79,40",316,сладости,,,,,,,,,,,,,,
Мадера 18% алкоголя,100,"0,00","0,00","10,00",139,алкоголь,,,,,,,,,,,,,,
Майонез Провансаль,100,"2,40","67,00","3,90",627,прочее,,,,,,,,,,,,,,
"Макароны ""Топинамбурные"" (МакМастер)",100,"10,80","1,20","66,90",318,мучное,,,,,"0,24","0,1",2,,,,,,,
"Макароны ""Целеб"" ржаные",100,"9,00","1,70","62,60",307,мучное,,,,,"0,35","0,13",1,,,,,,,
Макароны 1-го сорта,100,"10,70","1,30","68,40",335,мучное,,,,,,,,,,,,,,
Макароны высшего сорта,100,"10,40","1,10","69,70",337,мучное,,,,,,,,,,,,,,
Макароны жареные,100,"4,20","6,40","25,00",176,мучное,,,,,,,,,,,,,,
Макароны отварные,100,"4,10","0,40","19,00",98,мучное,,,,,,,,,,,,,,
Макароны яичные,100,"11,30","2,10","68,00",345,мучное,,,,,,,,,,,,,,
Макрель,100,"22,80","3,60","0,00",124,рыба,,,,,,,,,,,,,,
Малина,100,"0,80","0,30","8,30",42,ягоды,,,,,,,,,,,,,,
Манго,100,"0,50","0,27","11,50",67,фрукты,,389,"1,12E-03",,,,,,,,,,,
Мандарин,100,"0,80","0,20","7,50","33,1",фрукты,38,60,"0,2",,"0,06","0,03","0,2",,,"7,00E-02",,,,
Мандариновый сок,100,"0,80","0,00","9,00",43,соки,,,,,,,,,,,,,,
Маргарин Молочный,100,"0,30","82,00","17,40",743,масла,,,,,,,,,,,,,,
Маргарин Славянский,100,"0,50","82,00","0,00",745,масла,,,,,,,,,,,,,,
Маргарин Сливочный,100,"0,30","82,00","21,00",743,масла,,,,,,,,,,,,,,
Маргарин Солнечный,100,"0,30","72,00","0,00",653,масла,,,,,,,,,,,,,,
Маргарин Экстра,100,"0,50","82,00","22,60",744,масла,,,,,,,,,,,,,,
Маргарин Эра,100,"0,30","82,00","0,00",743,масла,,,,,,,,,,,,,,
Мармелад фруктово-ягодный,100,"0,40","0,00","76,00",293,сладости,,,,,,,,,,,,,,
Масло арахисовое рафинир.,100,"0,00","99,90","0,00",899,масла,,,,,,,,,,,,,,
Масло горчичное,100,"0,00","99,80","0,00",898,масла,,,,,,,,,,,,,,
Масло грецкого ореха,100,"0,00","99,80","0,00",898,масла,,,42,,,,,,,,,,,
Масло конопляное рафинир.,100,"0,00","99,85","0,00",899,масла,,,,,,,,,,,,,,
Масло крестьянское несоленое,100,"0,80","72,50","0,00",661,масла,,,,,,,,,,,,,,
Масло кукурузное,100,"0,00","99,90","0,00",899,масла,,,,,,,,,,,,,,
Масло кунжутное,100,"0,00","99,80","0,00",898,масла,,,"1,20E-02",,,,,,,,,,,
Масло любительское несоленое,100,"0,70","78,00","0,00",709,масла,,,,,,,,,,,,,,
Масло оливковое,100,"0,00","99,80","0,00",898,масла,,,,,,,,,,,,,,
Масло подсолнечное,100,"0,00","99,90","0,00",899,масла,,,,,,,,,,,,,,
Масло рапсовое рафинир.,100,"0,00","99,85","0,00",899,масла,,,,,,,,,,,,,,
Масло расторопши,100,"0,00","99,80","0,00",898,масла,,,30,,,,,,,,,,,
Масло ростков пшеницы,100,"0,00","99,80","0,00",898,масла,,20000,200,1666,,,,,16,,3000,,,
Масло сливочное,100,"0,70","82,00","0,70","743,6",масла,,,"1,20E-02",,,,,,,,,,,
Масло сливочное бутербродное,100,"2,50","61,50","0,00",566,масла,,,,,,,,,,,,,,
Масло сливочное вологодское,100,"0,50","82,50","0,00",748,масла,,,,,,,,,,,,,,
Масло сливочное несоленое,100,"0,50","82,50","0,00",748,масла,,,,,,,,,,,,,,
Масло соевое рафинир.,100,"0,00","99,90","0,00",899,масла,,,,,,,,,,,,,,
Масло топленое,100,"0,30","98,00","0,00",887,масла,,,,,,,,,,,,,,
Масло хлопковое рафинир.,100,"0,00","99,90","0,00",899,масла,,,,,,,,,,,,,,
Маслята,100,"2,40","0,70","0,50",9,грибы,,,,,,,,,,,,,,
Масса творожная особая,100,"7,10","23,00","27,50",341,сладости,,,,,,,,,,,,,,
Мед,100,"0,80","0,00","80,30",314,сладости,"2,00",,,,"0,01","0,03","0,2",,"0,1","0,1",15,,,"0,04"
Меланж,100,"12,70","11,50","0,70",157,сладости,,,,,,,,,,,,,,
Мидии,100,"9,10","1,50","0,00",50,рыба,,,,,,,,,,,,,,
Миндаль,100,"18,60","57,70","20,50",649,орехи,"1,50","200,00","3,90",,"0,3","0,6","0,04",,,"0,3",40,,,
Минтай,100,"17,60","1,00","0,00",79,рыба,,,,,,,,,,,,,,
Мозги говяжьи,100,"11,70","8,60","0,00",124,мясо,,,,,,,,,,,,,,
молоко 0.5% ДвД,100,"3,00","0,50","4,90","36,1",молочные,"1,30",120,"2,00E-03",1,"0,04","0,2","0,4","23,6",,"0,06",5,"0,4",,"3,2"
молоко 0.5% Пармалат,100,"3,00","0,50","4,80",35,молочные,"1,30",120,"2,00E-03",1,"0,04","0,2","0,4","23,6",,"0,06",5,"0,4",,"3,2"
молоко 1.5% ДвД,100,"3,00","1,50","4,80","44,7",молочные,"1,30",120,"2,00E-03",1,"0,04","0,2","0,4","23,6",,"0,06",5,"0,4",,"3,2"
Молоко 1.5%-ной жирн.,100,"2,85","1,50","4,78",44,молочные,,,,,,,,,,,,,,
Молоко 2.5%-ной жирн.,100,"2,82","2,50","4,73",52,молочные,,,,,,,,,,,,,,
Молоко 3.2%-ной жирн.,100,"2,80","3,20","4,70",58,молочные,,,,,,,,,,,,,,
молоко 3.5% ДвД,100,"3,00","3,50","4,70","62,3",молочные,"1,30",120,"2,00E-03",1,"0,04","0,2","0,4","23,6",,"0,06",5,"0,4",,"3,2"
Молоко 3.5%-ной жирн.,100,"2,79","3,50","4,69",61,молочные,,,,,,,,,,,,,,
Молоко 6 %-ной жир.,100,"3,00","6,00","4,70",84,молочные,,,,,,,,,,,,,,
Молоко обезжиренное,100,"3,00","0,05","4,70",31,молочные,,,,,,,,,,,,,,
Молоко сгущ. без сахара,100,"7,00","8,30","9,50",140,молочные,,,,,,,,,,,,,,
Молоко сгущ. с сахаром,100,"7,20","8,50","56,00",320,сладости,,,,,,,,,,,,,,
Молоко сгущ. с сахаром нежирное,100,"11,00","0,50","58,50",272,молочные,,,,,,,,,,,,,,
Молоко соевое 1.5% (ДакгоМЗ),100,"3,00","1,50","4,00","41,5",молочные,,,,,,,,,,,,,,
Молоко сухое обезжиренное,100,"37,90","1,00","49,30",350,молочные,,,,,,,,,,,,,,
Молоко сухое цельное,100,"26,00","25,00","37,50",476,молочные,,,,,,,,,,,,,,
Молочная лапша,100,"2,20","1,40","8,40",59,мучное,,,,,,,,,,,,,,
"мор.ов. ""Summer mix"" (Ardo)",100,"0,60","0,40","4,40",22,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Борщ украинский"" (Хортино)",100,"1,40","0,20","7,30",28,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Весенний овощной букет"" (Хортекс)",100,"2,80","0,30","7,50",29,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Весенняя"" (ов.смесь Бондюэль)",100,"2,60","0,50","4,50",33,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Грибной"" (Бондюэль)",100,"0,30","0,30","6,00",22,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Гювеч"" (4 сезона)",100,"1,40","0,10","5,20",29,морож. овощи,"65,60",,"0,80",,,,,,,,,,,
"мор.ов. ""Из цветной капусты"" (Хортекс)",100,"2,00","0,20","5,50",21,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Итальянский"" (Хортекс)",100,"1,80","0,30","6,90",26,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Китайская смесь"" (4 сезона)",100,"2,20","1,10","3,90",34,морож. овощи,"40,90",,"0,20",,,,,,,,,,,
"мор.ов. ""Кускус"" (Овощной мир)",100,"1,20","0,00","5,90","28,4",морож. овощи,"25,20",,,,,,,,,,,,,
"мор.ов. ""Лечо"" (Хортекс)",100,"1,10","0,30","4,80",21,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Лечо"" (Эликом)",100,"1,30","0,20","7,70",38,морож. овощи,"55,00","3200,00",,,"0,35","0,33",,,,"0,23",,,,
"мор.ов. ""Овощи для супа"" (Хортино)",100,"1,50","0,30","7,90",25,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Овощное рагу"" (4 сезона)",100,"0,50","0,10","8,78",38,морож. овощи,"3,6",1300,,,,,,,,,,,,
"мор.ов. ""Осенний"" (Хортекс)",100,"1,60","0,20","7,20",27,морож. овощи,,,,,,,,,,,,,,
"мор.ов. ""Президентский"" (Хортекс)",100,"1,30","0,30","5,90",22,морож. овощи,,,,,,,,,,,,,,
Морковь желт.,100,"1,30","0,10","6,20",50,овощи,,,,,,,,,,,,,,
Морковь красная,100,"1,30","0,10","7,20",34,овощи,"5,00",2813,,,,,,,,"0,13",9,,"1,20E-02",
Морковь отварная,100,"1,20","0,10","6,10",29,овощи,,,,,,,,,,,,,,
Мороженое молочное,100,"3,70","3,50","21,30","126,2",сладости,"0,60","90,00","0,30","0,02","0,03","0,2","0,10",,"0,3","7,00E-02",5,"0,3",,"2,2"
Мороженое молочное крем-брюле,100,"3,50","3,50","23,10",134,сладости,,,,,,,,,,,,,,
Мороженое молочное шоколадное,100,"4,20","3,50","23,00",138,сладости,,,,,,,,,,,,,,
Мороженое сливочное,100,"3,70","10,00","19,40","177,6",сладости,"0,60","90,00","0,30","0,02","0,03","0,2","0,10",,"0,3","7,00E-02",5,"0,3",,"2,2"
Мороженое сливочное,100,"3,30","10,00","19,80",179,сладости,,,,,,,,,,,,,,
Мороженое сливочное крем-брюле,100,"3,50","10,00","21,60",186,сладости,,,,,,,,,,,,,,
Мороженое сливочное шоколадное,100,"3,50","10,00","21,50",188,сладости,,,,,,,,,,,,,,
Морошка,100,"0,80","0,00","6,00",28,ягоды,,,,,,,,,,,,,,
Морская капуста,100,"0,90","0,20","0,00",5,прочее,,,,,,,,,,,,,,
Мука гречневая,100,"13,60","1,20","73,70",367,мучное,,,,,,,,,,,,,,
Мука кукурузная (диетическая),100,"7,20","1,50","70,20",330,мучное,,,,,,,,,,,,,,
Мука пшеничная 1-го сорта,100,"10,60","1,30","67,60",331,мучное,,,,,,,,,,,,,,
Мука пшеничная 2-го сорта,100,"11,70","1,80","63,70",324,мучное,,,,,,,,,,,,,,
Мука пшеничная высшего сорта,100,"10,30","1,10","68,90",334,мучное,,,,,,,,,,,,,,
Мука пшеничная обойная,100,"11,50","2,20","56,80",298,мучное,,,,,,,,,,,,,,
Мука ржаная обдирная,100,"8,90","1,70","60,20",298,мучное,,,,,,,,,,,,,,
Мука ржаная обойная,100,"10,70","1,90","56,80",293,мучное,,,,,,,,,,,,,,
Мука рисовая (диетическая),100,"7,40","0,60","82,00",371,мучное,,,,,,,,,,,,,,
Мышечный желудок кур,100,"21,00","6,40","0,60",130,мясо,,,,,,,,,,,,,,
"Мюсли ""Ягодная поляна"" (Фруктовница)",100,"8,50","1,60","62,60","298,8",сладости,,,,,,,,,,,,,,
Мюсли Гренола яблочные с корицей,100,"3,00","6,56","19,00",147,сладости,,,,,,,,,,,,,,
Мясо в белом соусе,100,"18,00","12,80","3,80",202,мясо,,,,,,,,,,,,,,
Налим,100,"21,40","0,70","0,00",92,рыба,,,,,,,,,,,,,,
Нерка красная,100,"18,80","10,50","0,00",170,рыба,,,,,,,,,,,,,,
Нут сушеный,100,"20,10","4,30","46,40",309,"каши, крупы",,,,,,,,,,,,,,
Облепиха,100,"0,90","2,50","5,00",52,ягоды,,,,,,,,,,,,,,
Овсяная крупа,100,"11,00","6,10","49,70",303,"каши, крупы",,,,,,,,,,,,,,
Огурцы грунтовые,100,"0,80","0,10","2,60",14,овощи,,,"1,50E-04",,,,,,,"0,04",4,,"6,00E-03",
Огурцы парниковые,100,"0,70","0,10","1,90",11,овощи,,,,,,,,,,,,,,
Огурцы соленые,100,"0,80","0,10","1,60",13,овощи,,,,,,,,,,,,,,
Окорок тамбовский,100,"14,30","25,60","0,00",288,мясо,,,,,,,,,,,,,,
Окорочка жареные,100,"29,40","8,60","0,00",195,мясо,,,,,,,,,,,,,,
Окрошка мясная (с квасом),100,"2,10","1,70","6,30",52,смеш.блюда,,,,,,,,,,,,,,
Окрошка на кефире,100,"3,10","1,90","4,30",47,смеш.блюда,,,,,,,,,,,,,,
Окунь морской,100,"19,90","3,60","0,00",112,рыба,,,,,,,,,,,,,,
Окунь морской (балычок),100,"26,40","10,40","0,00",199,рыба,,,,,,,,,,,,,,
Окунь морской гор.копч.,100,"23,50","9,00","0,00",175,рыба,,,,,,,,,,,,,,
Окунь морской тушка,100,"18,20","3,30","1,30","107,7",рыба,,,,,,,,,,,,,,
Окунь речной филе,100,"18,50","0,90","0,00","82,1",рыба,,,,,,,,,,,,,,
Оладьи,100,"0,70","6,60","40,00",225,мучное,,,,,,,,,,,,,,
Оливки зеленые маринованные,100,"1,40","12,70","1,30",123,прочее,,,,,,,,,,,,,,
оливки с анчоусом,100,"1,20","16,40","4,80",172,прочее,,,,,,,,,,,,,,
Оливки черные консервированные,100,"2,20","36,00","8,70",361,прочее,,,,,,,,,,,,,,
Омлет,100,"9,60","15,40","1,90",184,яйца,,,,,,,,,,,,,,
Опята,100,"2,20","1,20","0,50",17,грибы,,,,,,,,,,,,,,
Орехи грецкие,100,"15,60","62,00","18,30",700,орехи,,,,,,,,,,,,,,
Орехи кешью жареные с медом и кунжутом,100,"9,90","49,10","20,00",562,орехи,,,,,,,,,,,,,,
Осетр,100,"16,40","10,60","0,60",163,рыба,,,,,,,,,,,,,,
Осетр в томатн.соусе,100,"14,70","12,00","3,40",181,рыба,,,,,,,,,,,,,,
осетр натуральный,100,"15,00","28,00","6,00",336,рыба,,,,,,,,,,,,,,
"отруби ""Здравица"" с бета-каротином",100,"17,50","3,90","60,60","347,5",прочее,,,"1,50E-03",,,,,,,,,,,
отруби лимонные,100,"15,00","3,50","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
отруби пшеничные,100,"15,00","3,50","15,00",155,прочее,,,"1,50E-03",,,,,,,,,,,
отруби ржаные,100,"15,00","3,50","15,00",155,прочее,,,"1,50E-03",,,,,,,,,,,
отруби с корицей,100,"15,00","3,50","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
отруби с морковью,100,"15,00","3,50","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
отруби с морской капустой,100,"15,00","3,50","30,00",196,прочее,,,"1,50E-03",,,,,,,,,,,
отруби с топинамбуром,100,"14,00","3,00","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
отруби с яблоком,100,"15,00","3,50","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
отруби со свеклой,100,"15,00","3,50","35,00",212,прочее,,,"1,50E-03",,,,,,,,,,,
Охотничьи колбаски,100,"25,70","40,00","0,00",463,колбаса,,,,,,,,,,,,,,
Палтус,100,"14,00","17,80","0,00",216,рыба,,,,,,,,,,,,,,
Папайя,100,"0,60","0,10","9,20",48,фрукты,,,,,,,,,,,,,,
Паста Океан,100,"13,60","4,20","0,00",92,рыба,,,,,,,,,,,,,,
Пастила,100,"0,50","0,00","80,40",310,сладости,,,,,,,,,,,,,,
Патиссоны,100,"0,60","0,10","4,10",19,овощи,,,,,,,,,,,,,,
Пахта,100,"3,30","1,00","4,70",40,молочные,,,,,,,,,,,,,,
Паштет печеночный,100,"11,60","28,90","2,50",317,мясо,,,,,,,,,,,,,,
Пельмени отварные,100,"10,00","14,00","14,50",224,смеш.блюда,,,,,,,,,,,,,,
Перец зеленый сладкий,100,"1,30","0,00","5,30",26,овощи,,,,,,,,,,,,,,
Перец красный сладкий,100,"1,30","0,00","5,30",27,овощи,"250,00","1500,00",,,,,,,,"0,5",17,,,
Перец сладкий мороженный (4 сезона),100,"1,30","0,00","5,40",27,овощи,"243,00","1500,00",,,,,,,,"0,5",17,,,
Персики,100,"0,90","0,10","9,50",43,фрукты,"10,00","74,00","1,50",,"0,04","0,08","0,7",,"0,2","0,06",8,,,"1,5"
Персики сушеные (курага),100,"3,00","0,00","54,50",227,сухофрукты,,,,,,,,,,,,,,
Персиковый сок,100,"0,30","0,00","17,00",66,соки,,,,,,,,,,,,,,
Петрушка (зелень),100,"3,70","0,40","8,00",49,овощи,,,,,,,,,,,,,,
Петрушка (корень),100,"1,50","0,60","10,50",53,овощи,,,,,,,,,,,,,,
Печень говяжья,100,"17,40","3,10","0,00","97,5",мясо,,3200,,,,,,,,,,,,
Печень кур,100,"20,40","5,90","1,40",140,мясо,,,,,,,,,,,,,,
Печень свиная,100,"18,80","3,80","0,00",109,мясо,,,,,,,,,,,,,,
Печень трески,100,"4,20","65,70","1,20",613,рыба,,,,,,,,,,,,,,
Печенье затяжное,100,"8,30","8,80","75,60",418,сладости,,,,,,,,,,,,,,
Печенье сахарное,100,"7,50","11,80","74,40",436,сладости,,,,,,,,,,,,,,
Печенье сдобное,100,"10,40","5,20","76,80",458,сладости,,,,,,,,,,,,,,
Пиво 1.8% алкоголя,100,"0,20","0,00","4,30",29,алкоголь,,,,,,,,,,,,,,
Пиво 2.8% алкоголя,100,"0,40","0,00","4,40",34,алкоголь,,,,,,,,,,,,,,
Пиво 4.5% алкоголя,100,"0,60","0,00","10,60","44,8",алкоголь,,,,,,,,,,,,,,
Пиво 4.5% алкоголя,100,"0,60","0,00","3,80",45,алкоголь,,,,,,,,,,,,,,
Пирог с мясом,100,"13,20","7,50","41,20",284,смеш.блюда,,,,,,,,,,,,,,
Пирог с повидлом,100,"5,30","2,10","61,00",284,сладости,,,,,,,,,,,,,,
Пирожное бисквитное с фруктовой начинкой,100,"4,70","9,30","64,20",351,сладости,,,,,,,,,,,,,,
Пирожное заварное,100,"5,90","10,20","55,20",329,сладости,,,,,,,,,,,,,,
Пирожное крошковое,100,"6,10","23,80","51,40",438,сладости,,,,,,,,,,,,,,
Пирожное песочное с фруктовой начинкой,100,"5,10","18,50","62,60",435,сладости,,,,,,,,,,,,,,
Пирожное слоеное с кремом,100,"5,40","38,60","46,40",555,сладости,,,,,,,,,,,,,,
Пирожное слоеное с фруктовой начинкой,100,"5,70","25,60","52,70",466,сладости,,,,,,,,,,,,,,
Пломбир,100,"3,20","15,00","20,80",227,сладости,,,,,,,,,,,,,,
Пломбир крем-брюле,100,"3,00","15,00","23,00",235,сладости,,,,,,,,,,,,,,
Пломбир шоколадный,100,"3,60","15,00","22,30",236,сладости,,,,,,,,,,,,,,
Плюшка московская,100,"7,60","8,90","55,90",336,сладости,,,,,,,,,,,,,,
Повидло сливовое,100,"0,40","0,00","60,00",240,сладости,,,,,,,,,,,,,,
Повидло яблочное,100,"0,40","0,00","65,30",250,сладости,,,,,,,,,,,,,,
Подберезовики,100,"2,30","0,90","1,40",23,грибы,,,,,,,,,,"0,3",,,,
Подберезовики сушеные,100,"23,50","9,20","14,30",231,грибы,,,,,,,,,,,,,,
Подосиновики,100,"3,30","0,50","1,20",22,грибы,,,,,,,,,,,,,,
Подосиновики сушеные,100,"35,40","5,40","12,90",239,грибы,,,,,,,,,,,,,,
Пончики,100,"5,60","13,00","38,80",296,сладости,,,,,,,,,,,,,,
Портвейн 20%алкоголя,100,"0,00","0,00","13,70",167,алкоголь,,,,,,,,,,,,,,
Почки говяжьи,100,"15,20","2,80","0,00",86,мясо,,,,,,,,,,,,,,
Почки свиные,100,"15,00","3,60","0,00",92,мясо,,,,,,,,,,,,,,
Простокваша,100,"2,80","3,20","4,10",58,молочные,,,,,,,,,,,,,,
Пряники,100,"4,80","2,80","77,70",350,сладости,,,,,,,,,,,,,,
Пунш 26% алкоголя,100,"0,00","0,00","30,00",260,алкоголь,,,,,,,,,,,,,,
Пшеничная каша (Myllyn Paras),100,"13,00","2,00","62,50",325,"каши, крупы",,,"1,4",,"0,2","0,1",,,,,,,"3,00E-03",
Пшенная каша (Myllyn Paras),100,"11,20","3,90","55,30",305,"каши, крупы",,,"0,3",,"0,3","0,1",,,,,,,"9,00E-04",
